,title,rating,categories,description,keyword
25,The Matrix,8.7,"['Action', 'Sci-Fi']","When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",battle
26,The King,7.2,"['Biography', 'Drama', 'History']","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",battle
27,It capítulo 2,6.5,"['Drama', 'Fantasy', 'Horror']","Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.",battle
28,Gladiator,8.5,"['Action', 'Adventure', 'Drama']",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,battle
29,El origen,8.8,"['Action', 'Adventure', 'Sci-Fi']","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",battle
30,The Lord of the Rings: The Fellowship of the Ring,8.8,"['Action', 'Adventure', 'Drama']",A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,battle
31,Los juegos del hambre,7.2,"['Action', 'Adventure', 'Sci-Fi']",Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,battle
32,1917,8.3,"['Action', 'Drama', 'War']","April 6th, 1917. As a regiment assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",battle
33,Thor: Ragnarok,7.9,"['Action', 'Adventure', 'Comedy']","Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",battle
34,Mujer Maravilla 1984,5.4,"['Action', 'Adventure', 'Fantasy']","Diana must contend with a work colleague and businessman, whose desire for extreme wealth sends the world down a path of destruction, after an ancient artifact that grants wishes goes missing.",battle
35,¡Shazam!,7.0,"['Action', 'Adventure', 'Comedy']",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,battle
36,Halloweentown,6.7,"['Adventure', 'Comedy', 'Family']","When a young girl living with her secret witch mother learns she too is a witch, she must help her witch grandmother save Halloweentown from evil forces.",battle
37,Avengers: Infinity War,8.4,"['Action', 'Adventure', 'Sci-Fi']",The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,battle
38,Forrest Gump,8.8,"['Drama', 'Romance']","The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood sweetheart.",battle
39,Suicide Squad,5.9,"['Action', 'Adventure', 'Fantasy']",A secret government agency recruits some of the most dangerous incarcerated super-villains to form a defensive task force. Their first mission: save the world from the apocalypse.,battle
40,Mortal Kombat,6.1,"['Action', 'Adventure', 'Fantasy']",MMA fighter Cole Young seeks out Earth's greatest champions in order to stand against the enemies of Outworld in a high stakes battle for the universe.,battle
41,Cosmic Sin,2.5,"['Action', 'Adventure', 'Sci-Fi']",Seven rogue soldiers launch a preemptive strike against a newly discovered alien civilization in the hopes of ending an interstellar war before it starts.,battle
42,Batman: El caballero de la noche asciende,8.4,"['Action', 'Crime']","Eight years after the Joker's reign of anarchy, Batman, with the help of the enigmatic Catwoman, is forced from his exile to save Gotham City from the brutal guerrilla terrorist Bane.",battle
43,Dracula,7.4,"['Fantasy', 'Horror']",The centuries old vampire Count Dracula comes to England to seduce his barrister Jonathan Harker's fiancée Mina Murray and inflict havoc in the foreign land.,battle
44,Batoru rowaiaru,7.6,"['Action', 'Adventure', 'Drama']","In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",battle
45,Star Trek,8.3,"['Action', 'Adventure', 'Sci-Fi']","In the 23rd Century, Captain James T. Kirk and the crew of the U.S.S. Enterprise explore the galaxy and defend the United Federation of Planets.",battle
46,Guardianes de la Galaxia,8.0,"['Action', 'Adventure', 'Comedy']",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,battle
47,Aves de presa,6.1,"['Action', 'Adventure', 'Comedy']","After splitting with the Joker, Harley Quinn joins superheroes Black Canary, Huntress and Renee Montoya to save a young girl from an evil crime lord.",battle
48,Spider-Man: de regreso a casa,7.4,"['Action', 'Adventure', 'Sci-Fi']","Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",battle
49,Spartacus: Blood and Sand,8.5,"['Action', 'Adventure', 'Biography']","The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",battle
0,Duna,8.3,"['Action', 'Adventure', 'Drama']","Feature adaptation of Frank Herbert's science fiction novel, about the son of a noble family entrusted with the protection of the most valuable asset and most vital element in the galaxy.",betrayal
1,Sin tiempo para morir,7.6,"['Action', 'Adventure', 'Thriller']","James Bond has left active service. His peace is short-lived when Felix Leiter, an old friend from the CIA, turns up asking for help, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",betrayal
2,Succession,8.7,['Drama'],"The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",betrayal
3,El último duelo,7.7,"['Action', 'Drama', 'History']",King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,betrayal
4,Venom: Carnage liberado,6.3,"['Action', 'Adventure', 'Sci-Fi']","Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.",betrayal
5,Game of Thrones,9.2,"['Action', 'Adventure', 'Drama']","Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for millennia.",betrayal
6,Black Widow,6.8,"['Action', 'Adventure', 'Sci-Fi']",Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,betrayal
7,Halloween,6.6,"['Crime', 'Horror', 'Thriller']","Laurie Strode confronts her long-time foe Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",betrayal
8,Venom,6.7,"['Action', 'Adventure', 'Sci-Fi']","A failed reporter is bonded to an alien entity, one of many symbiotes who have invaded Earth. But the being takes a liking to Earth and decides to protect it.",betrayal
9,Scream,7.3,"['Horror', 'Mystery']","A year after the murder of her mother, a teenage girl is terrorized by a new killer, who targets the girl and her friends by using horror films as part of a deadly game.",betrayal
10,El Escuadrón Suicida,7.3,"['Action', 'Adventure', 'Comedy']","Supervillains Harley Quinn, Bloodsport, Peacemaker and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",betrayal
11,Spectre,6.8,"['Action', 'Adventure', 'Thriller']","A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.",betrayal
12,Cruella,7.4,"['Adventure', 'Comedy', 'Crime']",A live-action prequel feature film following a young Cruella de Vil.,betrayal
13,The Flash,7.6,"['Action', 'Adventure', 'Drama']","After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the next Flash, fighting crime in Central City.",betrayal
14,Elk*rtuk,1.4,"['Crime', 'Drama', 'History']","When a young, ambitious market researcher finds out her boss is involved in the leaking of a scandalous Prime Minister speech, she decides to investigate the case to gain a position among the big-shots. Based on actual events.",betrayal
15,The Witcher,8.2,"['Action', 'Adventure', 'Fantasy']","Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",betrayal
16,Better Call Saul,8.8,"['Crime', 'Drama']","The trials and tribulations of criminal lawyer Jimmy McGill in the time before he established his strip-mall law office in Albuquerque, New Mexico.",betrayal
